animal_id,group_no,inoculum,inoculation_batch,dpi,sample_mass_mg,date_nuc_prep,incubation_time_hrs,population,count_statistic,count_value
918310,1,RML,BATCH4,60,246,2025-05-06,19.0,NeuN+,EstTotalCount,4359464.0
917423,19,22L,BATCH3,120,207,2025-05-06,19.67,NeuN+,EstTotalCount,2913658.0
918309,4,CBH,BATCH4,60,240,2025-05-07,16.92,NeuN+,EstTotalCount,5017422.0
916462,1,RML,BATCH1,60,248,2025-05-08,18.5,NeuN+,EstTotalCount,4324274.0
918277,9,RML,BATCH4,90,220,2025-05-08,18.98,NeuN+,EstTotalCount,5102254.0
917432,17,RML,BATCH3,120,245,2025-05-12,19.0,NeuN+,EstTotalCount,2417080.0
918304,2,ME7,BATCH4,60,237,2025-05-12,19.33,NeuN+,EstTotalCount,3742073.0
918279,10,ME7,BATCH4,90,255,2025-05-13,17.83,NeuN+,EstTotalCount,3704633.0
916466,3,22L,BATCH1,60,251,2025-05-14,18.67,NeuN+,EstTotalCount,3555483.0
916440,18,ME7,BATCH1,120,250,2025-05-14,19.25,NeuN+,EstTotalCount,3170809.0
918293,12,CBH,BATCH4,90,267,2025-05-15,17.45,NeuN+,EstTotalCount,3752887.0
916504,10,ME7,BATCH2,90,242,2025-05-19,18.83,NeuN+,EstTotalCount,3994910.0
918289,2,ME7,BATCH4,60,219,2025-05-19,19.17,NeuN+,EstTotalCount,3918578.0
918280,12,CBH,BATCH4,90,208,2025-05-20,17.17,NeuN+,EstTotalCount,3429660.0
918302,1,RML,BATCH4,60,270,2025-05-21,18.0,NeuN+,EstTotalCount,4217479.0
918296,4,CBH,BATCH4,60,200,2025-05-21,18.67,NeuN+,EstTotalCount,2165855.0
917444,18,ME7,BATCH3,120,252,2025-05-22,16.75,NeuN+,EstTotalCount,3504921.0
916500,17,RML,BATCH2,120,211,2025-05-22,18.28,NeuN+,EstTotalCount,3878405.0
918261,10,ME7,BATCH4,90,255,2025-05-28,18.92,NeuN+,EstTotalCount,3819827.0
918264,11,22L,BATCH4,90,224,2025-05-28,19.28,NeuN+,EstTotalCount,3850140.0
918276,18,ME7,BATCH4,120,240,2025-05-29,17.47,NeuN+,EstTotalCount,4245686.0
918274,3,22L,BATCH4,60,241,2025-05-29,18.07,NeuN+,EstTotalCount,4414339.0
918291,10,ME7,BATCH4,90,238,2025-06-02,19.23,NeuN+,EstTotalCount,3818391.0
917461,12,CBH,BATCH3,90,229,2025-06-02,19.78,NeuN+,EstTotalCount,5546126.0
918263,20,CBH,BATCH4,120,235,2025-06-03,17.6,NeuN+,EstTotalCount,4696603.0
916525,2,ME7,BATCH2,60,209,2025-06-03,17.58,NeuN+,EstTotalCount,6081797.0
916507,18,ME7,BATCH2,120,235,2025-06-04,19.2,NeuN+,EstTotalCount,5649668.0
916439,12,CBH,BATCH1,90,252,2025-06-04,19.38,NeuN+,EstTotalCount,6020931.0
916458,10,ME7,BATCH1,90,241,2025-06-10,18.9,NeuN+,EstTotalCount,3510850.0
918285,12,CBH,BATCH4,90,284,2025-06-10,19.63,NeuN+,EstTotalCount,5016801.0
918287,20,CBH,BATCH4,120,251,2025-06-11,18.42,NeuN+,EstTotalCount,3834071.0
916459,4,CBH,BATCH1,60,200,2025-06-11,18.67,NeuN+,EstTotalCount,4294491.0
918270,18,ME7,BATCH4,120,252,2025-06-12,17.52,NeuN+,EstTotalCount,6579571.0
916534,9,RML,BATCH2,90,213,2025-06-12,17.85,NeuN+,EstTotalCount,4110742.0
918271,11,22L,BATCH4,90,232,2025-06-16,19.83,NeuN+,EstTotalCount,4594096.0
916510,3,22L,BATCH2,60,242,2025-06-16,19.95,NeuN+,EstTotalCount,5213337.0
918269,19,22L,BATCH4,120,232,2025-06-17,17.58,NeuN+,EstTotalCount,5580031.0
918273,1,RML,BATCH4,60,179,2025-06-17,17.57,NeuN+,EstTotalCount,3027589.0
918284,3,22L,BATCH4,60,235,2025-06-18,18.9,NeuN+,EstTotalCount,6638607.0
917430,11,22L,BATCH3,90,207,2025-06-18,19.53,NeuN+,EstTotalCount,5411719.0
917442,2,ME7,BATCH3,60,248,2025-06-19,18.67,NeuN+,EstTotalCount,4392368.0
918267,18,ME7,BATCH4,120,234,2025-06-19,19.03,NeuN+,EstTotalCount,5213994.0
916486,2,ME7,BATCH1,60,241,2025-06-25,18.8,NeuN+,EstTotalCount,3902785.0
916445,11,22L,BATCH1,90,220,2025-06-25,19.33,NeuN+,EstTotalCount,5933505.0
916495,20,CBH,BATCH1,120,270,2025-06-26,18.78,NeuN+,EstTotalCount,7663752.0
918286,17,RML,BATCH4,120,197,2025-06-26,19.0,NeuN+,EstTotalCount,3979593.0
918266,20,CBH,BATCH4,120,254,2025-06-30,19.05,NeuN+,EstTotalCount,5318760.0
918268,3,22L,BATCH4,60,224,2025-06-30,19.73,NeuN+,EstTotalCount,5847055.0
918272,9,RML,BATCH4,90,215,2025-07-01,17.47,NeuN+,EstTotalCount,5241408.0
918281,11,22L,BATCH4,90,285,2025-07-01,17.77,NeuN+,EstTotalCount,4320476.0
916554,9,RML,BATCH2,90,262,2025-07-14,17.93,NeuN+,EstTotalCount,7023877.0
916477,17,RML,BATCH1,120,212,2025-07-15,17.52,NeuN+,EstTotalCount,6460500.0
916470,9,RML,BATCH1,90,281,2025-07-15,17.65,NeuN+,EstTotalCount,7526029.0
916515,19,22L,BATCH2,120,250,2025-07-14,18.0,NeuN+,EstTotalCount,5840646.0
918275,19,22L,BATCH4,120,212,2025-07-16,18.17,NeuN+,EstTotalCount,4223734.0
918311,2,ME7,BATCH4,60,189,2025-07-16,18.72,NeuN+,EstTotalCount,4496722.0
917447,10,ME7,BATCH3,90,237,2025-07-23,17.97,NeuN+,EstTotalCount,4944121.0
917425,20,CBH,BATCH3,120,238,2025-07-23,18.05,NeuN+,EstTotalCount,3377948.0
918262,19,22L,BATCH4,120,228,2025-08-07,17.72,NeuN+,EstTotalCount,6056519.0
916501,11,22L,BATCH2,90,245,2025-08-07,17.93,NeuN+,EstTotalCount,6308775.0
918288,9,RML,BATCH4,90,300,2025-08-11,20.12,NeuN+,EstTotalCount,8113432.0
916476,12,CBH,BATCH1,90,257,2025-08-11,20.38,NeuN+,EstTotalCount,5842246.0
916524,20,CBH,BATCH2,120,219,2025-08-12,18.7,NeuN+,EstTotalCount,4185660.0
916543,1,RML,BATCH2,60,203,2025-08-12,19.0,NeuN+,EstTotalCount,4085539.0
918283,17,RML,BATCH4,120,240,2025-08-13,16.73,NeuN+,EstTotalCount,5653525.0
918282,4,CBH,BATCH4,60,212,2025-08-13,17.25,NeuN+,EstTotalCount,5433749.0
917422,1,RML,BATCH3,60,252,2025-08-19,19.02,NeuN+,EstTotalCount,4851478.0
918318,4,CBH,BATCH4,60,221,2025-08-19,19.48,NeuN+,EstTotalCount,4554922.0
917440,4,CBH,BATCH3,60,254,2025-08-20,18.8,NeuN+,EstTotalCount,5347233.0
916468,19,22L,BATCH1,120,243,2025-08-20,19.43,NeuN+,EstTotalCount,5392978.0
917445,3,22L,BATCH3,60,294,2025-08-21,22.62,NeuN+,EstTotalCount,6112909.0
918278,17,RML,BATCH4,120,215,2025-08-21,18.08,NeuN+,EstTotalCount,5392996.0
918310,1,RML,BATCH4,60,246,2025-05-06,19.0,PU1+,EstTotalCount,144824.0
917423,19,22L,BATCH3,120,207,2025-05-06,19.67,PU1+,EstTotalCount,256364.0
918309,4,CBH,BATCH4,60,240,2025-05-07,16.92,PU1+,EstTotalCount,134314.0
916462,1,RML,BATCH1,60,248,2025-05-08,18.5,PU1+,EstTotalCount,140470.0
918277,9,RML,BATCH4,90,220,2025-05-08,18.98,PU1+,EstTotalCount,264586.0
917432,17,RML,BATCH3,120,245,2025-05-12,19.0,PU1+,EstTotalCount,292983.0
918304,2,ME7,BATCH4,60,237,2025-05-12,19.33,PU1+,EstTotalCount,137344.0
918279,10,ME7,BATCH4,90,255,2025-05-13,17.83,PU1+,EstTotalCount,153305.0
916466,3,22L,BATCH1,60,251,2025-05-14,18.67,PU1+,EstTotalCount,131077.0
916440,18,ME7,BATCH1,120,250,2025-05-14,19.25,PU1+,EstTotalCount,263336.0
918293,12,CBH,BATCH4,90,267,2025-05-15,17.45,PU1+,EstTotalCount,198242.0
916504,10,ME7,BATCH2,90,242,2025-05-19,18.83,PU1+,EstTotalCount,169315.0
918289,2,ME7,BATCH4,60,219,2025-05-19,19.17,PU1+,EstTotalCount,161425.0
918280,12,CBH,BATCH4,90,208,2025-05-20,17.17,PU1+,EstTotalCount,99394.0
918302,1,RML,BATCH4,60,270,2025-05-21,18.0,PU1+,EstTotalCount,151310.0
918296,4,CBH,BATCH4,60,200,2025-05-21,18.67,PU1+,EstTotalCount,113656.0
917444,18,ME7,BATCH3,120,252,2025-05-22,16.75,PU1+,EstTotalCount,232130.0
916500,17,RML,BATCH2,120,211,2025-05-22,18.28,PU1+,EstTotalCount,305444.0
918261,10,ME7,BATCH4,90,255,2025-05-28,18.92,PU1+,EstTotalCount,164940.0
918264,11,22L,BATCH4,90,224,2025-05-28,19.28,PU1+,EstTotalCount,150372.0
918276,18,ME7,BATCH4,120,240,2025-05-29,17.47,PU1+,EstTotalCount,240022.0
918274,3,22L,BATCH4,60,241,2025-05-29,18.07,PU1+,EstTotalCount,149380.0
918291,10,ME7,BATCH4,90,238,2025-06-02,19.23,PU1+,EstTotalCount,164982.0
917461,12,CBH,BATCH3,90,229,2025-06-02,19.78,PU1+,EstTotalCount,140509.0
918263,20,CBH,BATCH4,120,235,2025-06-03,17.6,PU1+,EstTotalCount,265987.0
916525,2,ME7,BATCH2,60,209,2025-06-03,17.58,PU1+,EstTotalCount,188388.0
916507,18,ME7,BATCH2,120,235,2025-06-04,19.2,PU1+,EstTotalCount,359240.0
916439,12,CBH,BATCH1,90,252,2025-06-04,19.38,PU1+,EstTotalCount,174208.0
916458,10,ME7,BATCH1,90,241,2025-06-10,18.9,PU1+,EstTotalCount,213572.0
918285,12,CBH,BATCH4,90,284,2025-06-10,19.63,PU1+,EstTotalCount,145999.0
918287,20,CBH,BATCH4,120,251,2025-06-11,18.42,PU1+,EstTotalCount,107237.0
916459,4,CBH,BATCH1,60,200,2025-06-11,18.67,PU1+,EstTotalCount,125636.0
918270,18,ME7,BATCH4,120,252,2025-06-12,17.52,PU1+,EstTotalCount,300895.0
916534,9,RML,BATCH2,90,213,2025-06-12,17.85,PU1+,EstTotalCount,256602.0
918271,11,22L,BATCH4,90,232,2025-06-16,19.83,PU1+,EstTotalCount,212404.0
916510,3,22L,BATCH2,60,242,2025-06-16,19.95,PU1+,EstTotalCount,178708.0
918269,19,22L,BATCH4,120,232,2025-06-17,17.58,PU1+,EstTotalCount,168156.0
918273,1,RML,BATCH4,60,179,2025-06-17,17.57,PU1+,EstTotalCount,114186.0
918284,3,22L,BATCH4,60,235,2025-06-18,18.9,PU1+,EstTotalCount,202884.0
917430,11,22L,BATCH3,90,207,2025-06-18,19.53,PU1+,EstTotalCount,253817.0
917442,2,ME7,BATCH3,60,248,2025-06-19,18.67,PU1+,EstTotalCount,272697.0
918267,18,ME7,BATCH4,120,234,2025-06-19,19.03,PU1+,EstTotalCount,374553.0
916486,2,ME7,BATCH1,60,241,2025-06-25,18.8,PU1+,EstTotalCount,190911.0
916445,11,22L,BATCH1,90,220,2025-06-25,19.33,PU1+,EstTotalCount,318621.0
916495,20,CBH,BATCH1,120,270,2025-06-26,18.78,PU1+,EstTotalCount,262389.0
918286,17,RML,BATCH4,120,197,2025-06-26,19.0,PU1+,EstTotalCount,312024.0
918266,20,CBH,BATCH4,120,254,2025-06-30,19.05,PU1+,EstTotalCount,334757.0
918268,3,22L,BATCH4,60,224,2025-06-30,19.73,PU1+,EstTotalCount,307741.0
918272,9,RML,BATCH4,90,215,2025-07-01,17.47,PU1+,EstTotalCount,222295.0
918281,11,22L,BATCH4,90,285,2025-07-01,17.77,PU1+,EstTotalCount,301658.0
916554,9,RML,BATCH2,90,262,2025-07-14,17.93,PU1+,EstTotalCount,520370.0
916477,17,RML,BATCH1,120,212,2025-07-15,17.52,PU1+,EstTotalCount,456473.0
916470,9,RML,BATCH1,90,281,2025-07-15,17.65,PU1+,EstTotalCount,429661.0
916515,19,22L,BATCH2,120,250,2025-07-14,18.0,PU1+,EstTotalCount,349635.0
918275,19,22L,BATCH4,120,212,2025-07-16,18.17,PU1+,EstTotalCount,153897.0
918311,2,ME7,BATCH4,60,189,2025-07-16,18.72,PU1+,EstTotalCount,206320.0
917447,10,ME7,BATCH3,90,237,2025-07-23,17.97,PU1+,EstTotalCount,317107.0
917425,20,CBH,BATCH3,120,238,2025-07-23,18.05,PU1+,EstTotalCount,134206.0
918262,19,22L,BATCH4,120,228,2025-08-07,17.72,PU1+,EstTotalCount,190641.0
916501,11,22L,BATCH2,90,245,2025-08-07,17.93,PU1+,EstTotalCount,307629.0
918288,9,RML,BATCH4,90,300,2025-08-11,20.12,PU1+,EstTotalCount,277872.0
916476,12,CBH,BATCH1,90,257,2025-08-11,20.38,PU1+,EstTotalCount,211080.0
916524,20,CBH,BATCH2,120,219,2025-08-12,18.7,PU1+,EstTotalCount,150659.0
916543,1,RML,BATCH2,60,203,2025-08-12,19.0,PU1+,EstTotalCount,195702.0
918283,17,RML,BATCH4,120,240,2025-08-13,16.73,PU1+,EstTotalCount,357527.0
918282,4,CBH,BATCH4,60,212,2025-08-13,17.25,PU1+,EstTotalCount,285441.0
917422,1,RML,BATCH3,60,252,2025-08-19,19.02,PU1+,EstTotalCount,172468.0
918318,4,CBH,BATCH4,60,221,2025-08-19,19.48,PU1+,EstTotalCount,171820.0
917440,4,CBH,BATCH3,60,254,2025-08-20,18.8,PU1+,EstTotalCount,211766.0
916468,19,22L,BATCH1,120,243,2025-08-20,19.43,PU1+,EstTotalCount,306715.0
917445,3,22L,BATCH3,60,294,2025-08-21,22.62,PU1+,EstTotalCount,253611.0
918278,17,RML,BATCH4,120,215,2025-08-21,18.08,PU1+,EstTotalCount,300484.0
918310,1,RML,BATCH4,60,246,2025-05-06,19.0,SOX10+,EstTotalCount,668362.0
917423,19,22L,BATCH3,120,207,2025-05-06,19.67,SOX10+,EstTotalCount,467283.0
918309,4,CBH,BATCH4,60,240,2025-05-07,16.92,SOX10+,EstTotalCount,645822.0
916462,1,RML,BATCH1,60,248,2025-05-08,18.5,SOX10+,EstTotalCount,706017.0
918277,9,RML,BATCH4,90,220,2025-05-08,18.98,SOX10+,EstTotalCount,905283.0
917432,17,RML,BATCH3,120,245,2025-05-12,19.0,SOX10+,EstTotalCount,519682.0
918304,2,ME7,BATCH4,60,237,2025-05-12,19.33,SOX10+,EstTotalCount,660082.0
918279,10,ME7,BATCH4,90,255,2025-05-13,17.83,SOX10+,EstTotalCount,869778.0
916466,3,22L,BATCH1,60,251,2025-05-14,18.67,SOX10+,EstTotalCount,592474.0
916440,18,ME7,BATCH1,120,250,2025-05-14,19.25,SOX10+,EstTotalCount,740542.0
918293,12,CBH,BATCH4,90,267,2025-05-15,17.45,SOX10+,EstTotalCount,1116808.0
916504,10,ME7,BATCH2,90,242,2025-05-19,18.83,SOX10+,EstTotalCount,715208.0
918289,2,ME7,BATCH4,60,219,2025-05-19,19.17,SOX10+,EstTotalCount,854318.0
918280,12,CBH,BATCH4,90,208,2025-05-20,17.17,SOX10+,EstTotalCount,652327.0
918302,1,RML,BATCH4,60,270,2025-05-21,18.0,SOX10+,EstTotalCount,720499.0
918296,4,CBH,BATCH4,60,200,2025-05-21,18.67,SOX10+,EstTotalCount,602983.0
917444,18,ME7,BATCH3,120,252,2025-05-22,16.75,SOX10+,EstTotalCount,663038.0
916500,17,RML,BATCH2,120,211,2025-05-22,18.28,SOX10+,EstTotalCount,710427.0
918261,10,ME7,BATCH4,90,255,2025-05-28,18.92,SOX10+,EstTotalCount,1004411.0
918264,11,22L,BATCH4,90,224,2025-05-28,19.28,SOX10+,EstTotalCount,740369.0
918276,18,ME7,BATCH4,120,240,2025-05-29,17.47,SOX10+,EstTotalCount,1057894.0
918274,3,22L,BATCH4,60,241,2025-05-29,18.07,SOX10+,EstTotalCount,547613.0
918291,10,ME7,BATCH4,90,238,2025-06-02,19.23,SOX10+,EstTotalCount,715170.0
917461,12,CBH,BATCH3,90,229,2025-06-02,19.78,SOX10+,EstTotalCount,812006.0
918263,20,CBH,BATCH4,120,235,2025-06-03,17.6,SOX10+,EstTotalCount,906183.0
916525,2,ME7,BATCH2,60,209,2025-06-03,17.58,SOX10+,EstTotalCount,1138063.0
916507,18,ME7,BATCH2,120,235,2025-06-04,19.2,SOX10+,EstTotalCount,1219908.0
916439,12,CBH,BATCH1,90,252,2025-06-04,19.38,SOX10+,EstTotalCount,1109079.0
916458,10,ME7,BATCH1,90,241,2025-06-10,18.9,SOX10+,EstTotalCount,607854.0
918285,12,CBH,BATCH4,90,284,2025-06-10,19.63,SOX10+,EstTotalCount,1109142.0
918287,20,CBH,BATCH4,120,251,2025-06-11,18.42,SOX10+,EstTotalCount,992565.0
916459,4,CBH,BATCH1,60,200,2025-06-11,18.67,SOX10+,EstTotalCount,670990.0
918270,18,ME7,BATCH4,120,252,2025-06-12,17.52,SOX10+,EstTotalCount,1413153.0
916534,9,RML,BATCH2,90,213,2025-06-12,17.85,SOX10+,EstTotalCount,905025.0
918271,11,22L,BATCH4,90,232,2025-06-16,19.83,SOX10+,EstTotalCount,856439.0
916510,3,22L,BATCH2,60,242,2025-06-16,19.95,SOX10+,EstTotalCount,1147471.0
918269,19,22L,BATCH4,120,232,2025-06-17,17.58,SOX10+,EstTotalCount,1306084.0
918273,1,RML,BATCH4,60,179,2025-06-17,17.57,SOX10+,EstTotalCount,719696.0
918284,3,22L,BATCH4,60,235,2025-06-18,18.9,SOX10+,EstTotalCount,1214219.0
917430,11,22L,BATCH3,90,207,2025-06-18,19.53,SOX10+,EstTotalCount,811748.0
917442,2,ME7,BATCH3,60,248,2025-06-19,18.67,SOX10+,EstTotalCount,827083.0
918267,18,ME7,BATCH4,120,234,2025-06-19,19.03,SOX10+,EstTotalCount,1341406.0
916486,2,ME7,BATCH1,60,241,2025-06-25,18.8,SOX10+,EstTotalCount,1028665.0
916445,11,22L,BATCH1,90,220,2025-06-25,19.33,SOX10+,EstTotalCount,953757.0
916495,20,CBH,BATCH1,120,270,2025-06-26,18.78,SOX10+,EstTotalCount,1377331.0
918286,17,RML,BATCH4,120,197,2025-06-26,19.0,SOX10+,EstTotalCount,811349.0
918266,20,CBH,BATCH4,120,254,2025-06-30,19.05,SOX10+,EstTotalCount,1176308.0
918268,3,22L,BATCH4,60,224,2025-06-30,19.73,SOX10+,EstTotalCount,1336045.0
918272,9,RML,BATCH4,90,215,2025-07-01,17.47,SOX10+,EstTotalCount,1093843.0
918281,11,22L,BATCH4,90,285,2025-07-01,17.77,SOX10+,EstTotalCount,1224530.0
916554,9,RML,BATCH2,90,262,2025-07-14,17.93,SOX10+,EstTotalCount,1366271.0
916477,17,RML,BATCH1,120,212,2025-07-15,17.52,SOX10+,EstTotalCount,1245036.0
916470,9,RML,BATCH1,90,281,2025-07-15,17.65,SOX10+,EstTotalCount,1199847.0
916515,19,22L,BATCH2,120,250,2025-07-14,18.0,SOX10+,EstTotalCount,1204151.0
918275,19,22L,BATCH4,120,212,2025-07-16,18.17,SOX10+,EstTotalCount,884424.0
918311,2,ME7,BATCH4,60,189,2025-07-16,18.72,SOX10+,EstTotalCount,958825.0
917447,10,ME7,BATCH3,90,237,2025-07-23,17.97,SOX10+,EstTotalCount,1195770.0
917425,20,CBH,BATCH3,120,238,2025-07-23,18.05,SOX10+,EstTotalCount,729342.0
918262,19,22L,BATCH4,120,228,2025-08-07,17.72,SOX10+,EstTotalCount,1189360.0
916501,11,22L,BATCH2,90,245,2025-08-07,17.93,SOX10+,EstTotalCount,1086085.0
918288,9,RML,BATCH4,90,300,2025-08-11,20.12,SOX10+,EstTotalCount,1497344.0
916476,12,CBH,BATCH1,90,257,2025-08-11,20.38,SOX10+,EstTotalCount,1119555.0
916524,20,CBH,BATCH2,120,219,2025-08-12,18.7,SOX10+,EstTotalCount,1005121.0
916543,1,RML,BATCH2,60,203,2025-08-12,19.0,SOX10+,EstTotalCount,1108861.0
918283,17,RML,BATCH4,120,240,2025-08-13,16.73,SOX10+,EstTotalCount,1416380.0
